Date,ES,NQ,ZN
15-12-10,0.076430031,0.05682609,0.065020003
16-12-10,0.07944532,0.077328894,0.014545026
17-12-10,0.01823184,0.055070047,0.007452041
20-12-10,0.020918381,0.075408142,0.036159605
21-12-10,0.059663339,0.070288241,0.082926241
22-12-10,0.030598557,0.085943002,0.067139671
23-12-10,0.024674953,0.097458759,0.057129795
29-12-10,0.042617277,0.04380983,0.084594074
30-12-10,0.080183861,0.075417252,0.0616978
04-01-11,0.065332393,0.089281109,0.027765829
05-01-11,0.025120064,0.074297949,0.084982878
06-01-11,0.0051573,0.013254608,0.019344403
07-01-11,0.075089795,0.005722647,0.0234184
10-01-11,0.044071553,0.069071877,0.054608397
11-01-11,0.096015976,0.018137944,0.014061173
12-01-11,0.046730188,0.017089919,0.074599813
13-01-11,0.01787915,0.028283226,0.078842726
14-01-11,0.020799989,0.036982181,0.090916457
18-01-11,0.011531204,0.064761932,0.043077014
19-01-11,0.032240269,0.04784674,0.040993087
20-01-11,0.030240729,0.005300448,0.02773533
21-01-11,0.055129462,0.023780686,0.014652226
24-01-11,0.060071172,0.029093125,0.001134119
25-01-11,0.006735148,0.035568525,0.098134659
26-01-11,0.04990351,0.004535095,0.066625393
27-01-11,0.024689779,0.094815371,0.051881846
28-01-11,0.022688618,0.088186036,0.008130208
31-01-11,0.098588174,0.094108443,0.042021643
01-02-11,0.002454968,0.039768305,0.010963427
09-02-11,0.074466954,0.079067195,0.026135064
10-02-11,0.006731166,0.085449861,0.038498225
11-02-11,0.056298575,0.072742057,0.080734973
14-02-11,0.090556337,0.035772723,0.04219807
15-02-11,0.04686088,0.01644375,0.04553447
16-02-11,0.071030464,0.085232592,0.032364916
17-02-11,0.089921461,0.074101707,0.044717135
18-02-11,0.050384067,0.017659791,0.061950855
22-02-11,0.091720568,0.037621125,0.011946832
23-02-11,0.055800464,0.08320956,0.059540278
24-02-11,0.04651234,0.031432383,0.063057311
25-02-11,0.036901822,0.096125106,0.095178262
28-02-11,0.0091643,0.016851879,0.075450456
01-03-11,0.012401482,0.029672473,0.002260741
02-03-11,0.006948307,0.04278297,0.010599761
03-03-11,0.082028526,0.056794282,0.053815799
04-03-11,0.041752475,0.050439293,0.066499403
07-03-11,0.051265404,0.081946732,0.065056063
08-03-11,0.091439257,0.029652623,0.09522691
09-03-11,0.007974265,0.072365787,0.043492027
10-03-11,0.034199481,0.003331328,0.065424669
11-03-11,0.005955343,0.04778199,0.034654174
14-03-11,0.059360016,0.034134806,0.01127074
15-03-11,0.041242608,0.063514619,0.096383805
16-03-11,0.084116689,0.069483486,0.033482942
17-03-11,0.000571078,0.040204747,0.038384069
18-03-11,0.039031171,0.076300583,0.046403862
21-03-11,0.097087176,0.082891539,0.059281823
22-03-11,0.074984973,0.090367386,0.00910332
23-03-11,0.077659334,0.002036362,0.022827857
24-03-11,0.026617493,0.062190601,0.06701354
25-03-11,0.001360331,0.008374453,0.04824412
28-03-11,0.052900804,0.018623587,0.084887736
29-03-11,0.012059272,0.067058426,0.054340931
30-03-11,0.00230854,0.024979163,0.075175532
31-03-11,0.053366589,0.029025052,0.00032144
01-04-11,0.07864276,0.071555019,0.066107414
06-04-11,0.079790786,0.054974308,0.003098222
07-04-11,0.053293207,0.060287777,0.076935689
08-04-11,0.036781015,0.02660881,0.054452509
11-04-11,0.004332208,0.056183284,0.037885237
12-04-11,0.067081915,0.071622934,0.059687709
13-04-11,0.00616742,0.057133199,0.056009624
14-04-11,0.0545147,0.01296916,0.033050719
15-04-11,0.009186063,0.054794471,0.020855661
18-04-11,0.088997024,0.084456688,0.085980888
19-04-11,0.058093864,0.033931634,0.009415122
20-04-11,0.0865293,0.050917318,0.064133969
21-04-11,0.018520009,0.042076736,0.01905125
26-04-11,0.06005921,0.099470817,0.092445002
27-04-11,0.040073639,0.029067547,0.096181716
28-04-11,0.08824274,0.077843237,0.090607279
03-05-11,0.069701433,0.063556729,0.037778644
04-05-11,0.055195916,0.083340828,0.070116432
05-05-11,0.068419798,0.06364389,0.01147338
06-05-11,0.020559634,0.022016495,0.003304881
09-05-11,0.015363979,0.00484321,0.012972069
10-05-11,0.055891852,0.094041327,0.062576591
11-05-11,0.027916683,0.028397224,0.064365839
12-05-11,0.071076482,0.002040378,0.080267002
13-05-11,0.072203327,0.038540841,0.074586891
16-05-11,0.053698595,0.05365728,0.070929113
17-05-11,0.096860738,0.0271409,0.072963342
18-05-11,0.015017897,0.079504188,0.082389
19-05-11,0.073423282,0.023750416,0.010053076
20-05-11,0.078632344,0.042374376,0.01154456
23-05-11,0.053330088,0.013179839,0.085424912
24-05-11,0.059135594,0.086116119,0.074814733
25-05-11,0.032681361,0.010383702,0.095770274
26-05-11,0.003947773,0.04324405,0.048293384
27-05-11,0.056107954,0.080964691,0.059922189
31-05-11,0.036835685,0.048533853,0.033057469
01-06-11,0.002417558,0.050714586,0.049513106
03-06-11,0.047673696,0.073159208,0.081989438
07-06-11,0.055787572,0.074598696,0.017930075
08-06-11,0.081682457,0.046702979,0.064401627
09-06-11,0.035973397,0.079065803,0.097611104
10-06-11,0.080491903,0.026831879,0.074499333
14-06-11,0.096716323,0.035449272,0.004297899
15-06-11,0.055729262,0.07917548,0.037148266
16-06-11,0.024947705,0.022436848,0.028621385
17-06-11,0.002622248,0.029558584,0.028204539
20-06-11,0.081185857,0.07009113,0.051199753
21-06-11,0.027220629,0.058895639,0.059711465
22-06-11,0.07675353,0.0863573,0.060498182
23-06-11,0.069504586,0.035399233,0.074320577
24-06-11,0.066535624,0.046256118,0.073956207
27-06-11,0.071771186,0.00091086,0.078451167
28-06-11,0.066107657,0.011881819,0.024145159
29-06-11,0.033630018,0.083197044,0.003204108
30-06-11,0.085752718,0.015570243,0.034553331
01-07-11,0.096597386,0.044956173,0.095565416
05-07-11,0.060088996,0.056854372,0.069319676
06-07-11,0.002985582,0.097686355,0.067597605
07-07-11,0.035133363,0.008168833,0.046176902
08-07-11,0.091771491,0.019162855,0.062181796
11-07-11,0.027098862,0.015973861,0.03423655
12-07-11,0.081783674,0.007035306,0.079319025
13-07-11,0.024821643,0.037331743,0.070203969
14-07-11,0.007063075,0.078901771,0.010453011
15-07-11,0.009919514,0.04560075,0.075943867
18-07-11,0.04345918,0.007289931,0.019737695
19-07-11,0.060012133,0.038240652,0.058384202
20-07-11,0.024154039,0.069019327,0.092626429
21-07-11,0.023094105,0.014271457,0.027754079
22-07-11,0.098176753,0.037292066,0.010122376
25-07-11,0.011316723,0.064722349,0.030730314
26-07-11,0.016813198,0.098300837,0.011211116
27-07-11,0.066652548,0.074140539,0.093603953
28-07-11,0.06361621,0.0467469,0.098802043
29-07-11,0.082940415,0.069525824,0.068774579
02-08-11,0.078273009,0.055215957,0.086145374
03-08-11,0.030248573,0.069306076,0.022252173
04-08-11,0.087688115,0.072163497,0.068140987
05-08-11,0.093557044,0.063453789,0.063195635
08-08-11,0.067026289,0.059408611,0.038637838
09-08-11,0.013231632,0.00088355,0.068918137
10-08-11,0.089442965,0.00573003,0.051272469
11-08-11,0.013781799,0.058113869,0.004848821
12-08-11,0.078515286,0.037412919,0.038952915
15-08-11,0.07382838,0.052535073,0.012500303
16-08-11,0.075540384,0.075774578,0.062144673
17-08-11,0.012710252,0.018412406,0.01296503
18-08-11,0.09474757,0.089978096,0.052067549
19-08-11,0.042833983,0.01039432,0.05944873
22-08-11,0.020308246,0.032295318,0.040058978
23-08-11,0.046222698,0.096735153,0.018545241
24-08-11,0.070025654,0.016850016,0.040782693
25-08-11,0.065910592,0.085622363,0.089738985
26-08-11,0.006195698,0.060281641,0.037242943
30-08-11,0.05210768,0.014928835,0.085428671
31-08-11,0.056039675,0.036765703,0.041342274
01-09-11,0.026519524,0.037186477,0.085352917
02-09-11,0.006612906,0.063222948,0.020195783
06-09-11,0.004681855,0.000529827,0.05379139
07-09-11,0.020993009,0.032059985,0.000906961
08-09-11,0.01010599,0.096088405,0.08044123
09-09-11,0.069629474,0.090266594,0.065071117
13-09-11,0.088074726,0.01322954,0.048643163
14-09-11,0.079063907,0.07656307,0.033513606
15-09-11,0.004398519,0.078558803,0.033445322
16-09-11,0.014699907,0.00046928,0.033163509
19-09-11,0.033915809,0.057466749,0.022530017
20-09-11,0.027616427,0.081516794,0.078000755
21-09-11,0.009148287,0.047945576,0.06426543
22-09-11,0.022705866,0.072243078,0.004331569
23-09-11,0.005166814,0.09409723,0.093087773
26-09-11,0.053508255,0.015341152,0.010202005
27-09-11,0.036449717,0.046252297,0.030243637
28-09-11,0.06534045,0.089311157,0.04488707
29-09-11,0.09024532,0.059163859,0.093004798
30-09-11,0.077093479,0.022465797,0.066526668
10-10-11,0.025708185,0.061685894,0.019861822
11-10-11,0.085271125,0.017502679,0.066875625
12-10-11,0.056075518,0.041931838,0.054366596
13-10-11,0.018030373,0.081497394,0.075657226
14-10-11,0.014903511,0.004052074,0.025330358
17-10-11,0.014404251,0.033193398,0.006953064
18-10-11,0.089168244,0.0671168,0.094575441
19-10-11,0.065764059,0.097260215,0.001787183
20-10-11,0.034512247,0.05642982,0.045196751
21-10-11,0.091150424,0.023554236,0.029557191
24-10-11,0.083613225,0.038900024,0.059976776
25-10-11,0.034982355,0.013539466,0.069027187
26-10-11,0.008574754,0.078055858,0.029694595
27-10-11,0.040898902,0.091785202,0.075210664
28-10-11,0.009649796,0.016629889,0.059433948
31-10-11,0.068915748,0.061651055,0.030842383
01-11-11,0.085833285,0.03003774,0.09397376
02-11-11,0.070420428,0.034706187,0.005732058
03-11-11,0.027518126,0.042267836,0.07749604
04-11-11,0.043738735,0.031274753,0.064883834
07-11-11,0.029550097,0.088055451,0.012432722
08-11-11,0.061229661,0.066806444,0.095831565
09-11-11,0.086312292,0.078407386,0.016147518
10-11-11,0.015083337,0.008543589,0.072247521
11-11-11,0.07846649,0.099269119,0.055850024
14-11-11,0.044457264,0.034193466,0.025021516
15-11-11,0.067047468,0.033749348,0.016513521
16-11-11,0.068230506,0.073162564,0.068821751
17-11-11,0.059005236,0.020768636,0.020983121
18-11-11,0.063258138,0.044526284,0.022734861
21-11-11,0.031462617,0.07029995,0.00037287
22-11-11,0.08363635,0.072563587,0.084414947
23-11-11,0.008556894,0.077828534,0.012742154
25-11-11,0.068389766,0.013736814,0.098009646
28-11-11,0.021412083,0.091076904,0.03048462
29-11-11,0.066547473,0.011382164,0.009669136
30-11-11,0.03759619,0.070996343,0.039458206
01-12-11,0.087609085,0.083834413,0.08498664
02-12-11,0.06292871,0.093945112,0.004253585
05-12-11,0.094375745,0.082205738,0.024888581
06-12-11,0.051534021,0.069834025,0.079033859
07-12-11,0.079694142,0.068130933,0.048807535
08-12-11,0.008350779,0.02467842,0.018449287
09-12-11,0.090441695,0.093779194,0.079047209
12-12-11,0.013852065,0.078674518,0.013291618
13-12-11,0.025943517,0.030526073,0.009900609
14-12-11,0.061775571,0.070743733,0.039570837
15-12-11,0.069864688,0.026052374,0.0132005
16-12-11,0.092211524,0.067554511,0.017083609
19-12-11,0.063223693,0.004830619,0.069711018
20-12-11,0.061369032,0.057804738,0.095342529
21-12-11,0.072771038,0.039700566,0.011671846
22-12-11,0.072166153,0.051501896,0.095823976
23-12-11,0.009510126,0.085014268,0.062035965
28-12-11,0.080563556,0.014552899,0.075977857
29-12-11,0.046169795,0.009243131,0.023593197
30-12-11,0.023529618,0.074050107,0.08618193
04-01-12,0.006292936,0.003399486,0.02929129
05-01-12,0.019628338,0.059607055,0.097195837
06-01-12,0.05334002,0.077814665,0.077810212
09-01-12,0.077832211,0.029299947,0.060651495
10-01-12,0.044074262,0.042970302,0.090439305
11-01-12,0.000810304,0.056686755,0.074594877
12-01-12,0.079507035,0.018061202,0.009734886
13-01-12,0.054630861,0.07820127,0.078595941
17-01-12,0.075281699,0.006942605,0.043549721
18-01-12,0.075216496,0.06254558,0.067114054
19-01-12,0.066430274,0.091308775,0.075778648
20-01-12,0.071466647,0.051854746,0.064600746
30-01-12,0.016820095,0.091700519,0.010342095
31-01-12,0.069170499,0.092084737,0.006541393
01-02-12,0.089129825,0.014489553,0.003438621
02-02-12,0.094153898,0.035859908,0.005933178
03-02-12,0.062845234,0.033242996,0.099572901
06-02-12,0.034543977,0.094844153,0.092714657
07-02-12,0.094163412,0.075760217,0.084436075
08-02-12,0.05667391,0.037093358,0.08969617
09-02-12,0.068013456,0.074015117,0.085643536
10-02-12,0.019198757,0.009569662,0.030382045
13-02-12,0.010916449,0.043728568,0.070125879
14-02-12,0.062599076,0.089501335,0.041433132
15-02-12,0.054297645,0.084074208,0.017824656
16-02-12,0.05807984,0.054280476,0.091549189
17-02-12,0.03648316,0.032368473,0.05152755
21-02-12,0.04875995,0.059892275,0.041419524
22-02-12,0.004336016,0.090915855,0.03470663
23-02-12,0.089097247,0.016700817,0.013823585
24-02-12,0.035800948,0.038957687,0.068030101
27-02-12,0.074624211,0.009731484,0.05533589
28-02-12,0.002843834,0.095184999,0.000223334
29-02-12,0.060930212,0.009070766,0.009475556
01-03-12,0.095853791,0.013292517,0.080607406
02-03-12,0.036097825,0.00862034,0.032561157
05-03-12,0.047989183,0.064032738,0.093098311
06-03-12,0.036036307,0.036143122,0.042519888
07-03-12,0.040504729,0.095277447,0.070876863
08-03-12,0.047945772,0.040553583,0.007266693
09-03-12,0.068575195,0.017488461,0.01839439
12-03-12,0.006653059,0.011226517,0.070271517
13-03-12,0.09421188,0.081504587,0.029388181
14-03-12,0.022740633,0.00061191,0.064680582
15-03-12,0.051243849,0.076598917,0.032659559
16-03-12,0.080417566,0.066436345,0.034269636
19-03-12,0.069171698,0.045562262,0.0328412
20-03-12,0.056323079,0.01587106,0.064362084
21-03-12,0.088352919,0.08765453,0.02260982
22-03-12,0.011764784,0.042012673,0.091276959
23-03-12,0.015728167,0.010848774,0.007832129
26-03-12,0.04305031,0.012950247,0.084007823
27-03-12,0.016244923,0.031762628,0.033574949
28-03-12,0.015262483,0.032321002,0.026064419
29-03-12,0.077550444,0.063028875,0.072485678
30-03-12,0.030018529,0.064829201,0.048705233
05-04-12,0.010635151,0.028278875,0.001405379
10-04-12,0.010093828,0.036759691,0.086002254
11-04-12,0.054821263,0.03401522,0.035997136
12-04-12,0.010089277,0.089605962,0.021883838
13-04-12,0.091222204,0.041913239,0.061728351
16-04-12,0.072066097,0.082337583,0.01402464
17-04-12,0.067066802,0.066666259,0.075679203
18-04-12,0.082157555,0.079612161,0.032056068
19-04-12,0.029904608,0.010202871,0.014640573
20-04-12,0.005882174,0.028731015,0.060195656
23-04-12,0.066562685,0.04617988,0.055276123
24-04-12,0.031996773,0.087564074,0.053932315
25-04-12,0.030282423,0.085207301,0.040622618
26-04-12,0.075295734,0.058660133,0.06296716
27-04-12,0.016559557,0.038499661,0.031651711
02-05-12,0.029221288,0.018475432,0.076675432
03-05-12,0.0516897,0.04053589,0.046126997
04-05-12,0.083796192,0.088729789,0.076871476
08-05-12,0.094382262,0.027935402,0.068665019
09-05-12,0.009858579,0.075581423,0.074722564
10-05-12,0.049397947,0.025337923,0.076028516
11-05-12,0.08922638,0.09212981,0.029738463
14-05-12,0.081091192,0.067097265,0.094088274
15-05-12,0.037734001,0.072779878,0.010986454
16-05-12,0.070686983,0.079576351,0.092588748
18-05-12,0.052451255,0.043787199,0.007055129
21-05-12,0.054615817,0.069441986,0.003961943
22-05-12,0.094772106,0.049257869,0.061646594
23-05-12,0.087206843,0.046132492,0.08804985
24-05-12,0.068173705,0.011728478,0.025652517
25-05-12,0.050340551,0.052808491,0.04588714
29-05-12,0.09142704,0.007134841,0.058839719
30-05-12,0.057643693,0.094466399,0.070970145
31-05-12,0.015134182,0.013427042,0.086094009
01-06-12,0.030989396,0.036087975,0.079428229
06-06-12,0.080629288,0.042674343,0.025092718
07-06-12,0.097598903,0.056612603,0.02282211
08-06-12,0.040240404,0.067059041,0.005897654
11-06-12,0.037728169,0.058481577,0.003649143
12-06-12,0.081343971,0.065514434,0.097379934
13-06-12,0.000932374,0.095321293,0.026539
14-06-12,0.087081013,0.010856522,0.082807124
15-06-12,0.059716762,0.084854248,0.069875848
18-06-12,0.040427317,0.052581832,0.031585236
19-06-12,0.019658097,0.074939537,0.003866713
20-06-12,0.074226547,0.029124214,0.062421774
21-06-12,0.041442542,0.062704128,0.036505285
25-06-12,0.077274285,0.033236978,0.042316652
26-06-12,0.069705915,0.023794564,0.072942869
27-06-12,0.014034168,0.038836635,0.033125507
28-06-12,0.049615606,0.00952124,0.089314098
29-06-12,0.002658332,0.091797233,0.058291689
02-07-12,0.044706424,0.03356923,0.025143145
03-07-12,0.095782391,0.035699367,0.071320889
05-07-12,0.083422969,0.082429298,0.048446794
06-07-12,0.02289743,0.003094014,0.022290764
09-07-12,0.039957231,0.022737662,0.095861407
10-07-12,0.044982862,0.040260188,0.041980703
11-07-12,0.068633469,0.076403633,0.005535178
12-07-12,0.047301174,0.048643546,0.067274984
13-07-12,0.068053617,0.099116014,0.015322865
16-07-12,0.071269219,0.042689418,0.026932609
17-07-12,0.072524259,0.061758831,0.069688402
18-07-12,0.048525172,0.057676068,0.065325495
19-07-12,0.001462684,0.066513455,0.026382277
20-07-12,0.039421456,0.04889694,0.047629841
23-07-12,0.089668998,0.037797356,0.079703504
24-07-12,0.036221721,0.0334505,0.056266622
25-07-12,0.036037035,0.03080031,0.068031255
26-07-12,0.08103391,0.006404341,0.079907751
27-07-12,0.050430796,0.094201927,0.041438831
30-07-12,0.034372978,0.076250474,0.079084029
31-07-12,0.015009079,0.098636638,0.009348103
02-08-12,0.086163366,0.046188136,0.019492834
03-08-12,0.056283417,0.065947832,0.057917899
06-08-12,0.004204734,0.065562535,0.091920937
07-08-12,0.07547004,0.014546562,0.038553634
08-08-12,0.028269608,0.098503227,0.000743351
09-08-12,0.078875018,0.091985587,0.002309956
10-08-12,0.093086459,0.088079767,0.080685719
13-08-12,0.074533071,0.043190474,0.002250038
14-08-12,0.090982148,0.002890997,0.031086105
15-08-12,0.022582898,0.079361099,0.010844435
16-08-12,0.069633443,0.067618052,0.011636251
17-08-12,0.091284536,0.07080036,0.013224498
20-08-12,0.089470326,0.079220233,0.059802138
21-08-12,0.065486041,0.092700656,0.04714311
22-08-12,0.094935443,0.016518896,0.020034729
23-08-12,0.091466107,0.073481864,0.076602887
24-08-12,0.086537906,0.062786994,0.020138869
28-08-12,0.021886137,0.072282541,0.038699111
29-08-12,0.036235541,0.089359006,0.012890899
30-08-12,0.075987418,0.043230392,0.045518965
31-08-12,0.050460765,0.080569426,0.086857402
04-09-12,0.086482294,0.026998337,0.074953733
05-09-12,0.043586244,0.097895275,0.014577841
06-09-12,0.042118353,0.051520361,0.012084881
07-09-12,0.047209206,0.034835646,0.099109483
10-09-12,0.091515705,0.052034486,0.073581749
11-09-12,0.076498859,0.008416402,0.046936005
12-09-12,0.025102553,0.015774633,0.065668961
13-09-12,0.004986663,0.042030129,0.07428943
14-09-12,0.080585952,0.023477783,0.091876579
17-09-12,0.048148838,0.070819811,0.072113824
18-09-12,0.022184788,0.026803144,0.002314012
19-09-12,0.091646133,0.002239374,0.006156747
20-09-12,0.084827838,0.04670519,0.099711016
21-09-12,0.095344118,0.011176919,0.002859539
24-09-12,0.038217276,0.091365478,0.005353357
25-09-12,0.052843266,0.002267574,0.046176382
26-09-12,0.000506667,0.035102437,0.011447357
27-09-12,0.096290118,0.015377981,0.050344046
28-09-12,0.071605389,0.04116185,0.075761325
08-10-12,0.076867906,0.081318975,0.005904095
09-10-12,0.00064709,0.074819563,0.013188253
10-10-12,0.007663912,0.060111006,0.051411396
11-10-12,0.014202983,0.001828633,0.015891452
12-10-12,0.091864252,0.067833629,0.071597277
15-10-12,0.051911924,0.039068638,0.071612523
16-10-12,0.013663731,0.001112212,0.010913488
17-10-12,0.061890987,0.004110443,0.069964045
18-10-12,0.088893645,0.097398926,0.088843339
19-10-12,0.071946108,0.07952299,0.029945101
22-10-12,0.041835023,0.092613983,0.043032675
23-10-12,0.005543342,0.008471481,0.005885525
24-10-12,0.079185887,0.0762044,0.040335861
25-10-12,0.07441184,0.025165453,0.0707827
26-10-12,0.046439649,0.076112092,0.075867756
31-10-12,0.026163199,0.043779135,0.045261255
01-11-12,0.081549687,0.053064968,0.07252394
02-11-12,0.044488914,0.063760416,0.036970091
05-11-12,0.051145294,0.01772859,0.035036957
06-11-12,0.062590339,0.083050928,0.059164116
07-11-12,0.018834218,0.089459599,0.086856566
08-11-12,0.07003474,0.092545302,0.041413642
09-11-12,0.061116729,0.092677913,0.023096508
12-11-12,0.091766052,0.072738645,0.091083238
13-11-12,0.05929787,0.013006409,0.080295505
14-11-12,0.006959213,0.019467192,0.058903559
15-11-12,0.032193279,0.0586159,0.035577436
16-11-12,0.02840458,0.098452471,0.027096114
19-11-12,0.065105144,0.073119848,0.015222636
20-11-12,0.052634935,0.019562832,0.01188634
21-11-12,0.053989146,0.095820351,0.086114473
23-11-12,0.005696632,0.097026781,0.06364917
26-11-12,0.058113376,0.090955291,0.045279338
27-11-12,0.008031717,0.080956565,0.060308338
28-11-12,0.031789707,0.008882959,0.073970887
29-11-12,0.062890366,0.09125829,0.04461617
30-11-12,0.020976551,0.094596209,0.061046134
03-12-12,0.087505931,0.094961875,0.042223093
04-12-12,0.023086088,0.042716993,0.036888476
05-12-12,0.029838555,0.089307954,0.050810072
06-12-12,0.001965861,0.031247167,0.050172156
07-12-12,0.025273604,0.032619706,0.059333445
10-12-12,0.052309714,0.052674078,0.074915445
11-12-12,0.073553331,0.038803981,0.021579643
12-12-12,0.06751938,0.051774494,0.069548314
13-12-12,0.07489265,0.07127565,0.058039245
14-12-12,0.067292783,0.043689339,0.089321261
17-12-12,0.025248686,0.013681049,0.046927126
18-12-12,0.020668982,0.073961037,0.052157885
19-12-12,0.019834977,0.018753648,0.089857654
20-12-12,0.030261561,0.027308811,0.047451563
21-12-12,0.03884167,0.066571454,0.059654765
27-12-12,0.098950474,0.077160146,0.052676275
28-12-12,0.043895868,0.028016972,0.031528702
04-01-13,0.050697227,0.099766095,0.04859742
07-01-13,0.019014307,0.090728017,0.044673124
08-01-13,0.014045983,0.045758959,0.07180517
09-01-13,0.096048295,0.071427368,0.072422105
10-01-13,0.03260708,0.077344934,0.076217723
11-01-13,0.010434639,0.080877077,0.07254574
14-01-13,0.037777963,0.018502463,0.067721016
15-01-13,0.048851134,0.019219102,0.060151593
16-01-13,0.061732061,0.050201336,0.083510664
17-01-13,0.061937816,0.095135432,0.073830759
18-01-13,0.03607757,0.021278395,0.045013647
22-01-13,0.016800278,0.076997376,0.079861359
23-01-13,0.069634258,0.040566684,0.049358812
24-01-13,0.009030887,0.092415248,0.03745374
25-01-13,0.047660601,0.046070939,0.001112934
28-01-13,0.084639116,0.012110346,0.034499065
29-01-13,0.065803855,0.066043413,0.047474594
30-01-13,0.049670658,0.099858459,0.005177902
31-01-13,0.051141586,0.036793895,0.018927862
01-02-13,0.047801237,0.008298124,0.039987459
04-02-13,0.017357731,0.041424483,0.064133619
05-02-13,0.047168718,0.022688449,0.037615506
06-02-13,0.04344374,0.04200704,0.006519303
07-02-13,0.078267484,0.002107653,0.069650126
08-02-13,0.091268068,0.068727364,0.047492395
19-02-13,0.076856732,0.075046899,0.07572654
20-02-13,0.011230083,0.068657485,0.031842735
21-02-13,0.017005515,0.009049494,0.031945772
22-02-13,0.008912249,0.050918159,0.015411115
25-02-13,0.035480525,0.00926247,0.018289233
26-02-13,0.01467879,0.023488779,0.091924112
27-02-13,0.074144747,0.06059531,0.011199061
28-02-13,0.039978457,0.072867843,0.079429783
01-03-13,0.074909664,0.058247618,0.071670527
04-03-13,0.01637636,0.001503318,0.060596336
05-03-13,0.019513429,0.053596707,0.066628614
06-03-13,0.020443898,0.077862624,0.086979135
07-03-13,0.028889419,0.091564334,0.040652201
08-03-13,0.010451418,0.029898055,0.03424654
11-03-13,0.044214499,0.063526689,0.076386046
12-03-13,0.062686919,0.009275915,0.085167755
13-03-13,0.060534766,0.008592249,0.064467723
14-03-13,0.062959332,0.029532511,0.064491512
15-03-13,0.080746086,0.066297123,0.059817319
18-03-13,0.098661427,0.004396647,0.069655461
19-03-13,0.053028121,0.064593725,0.089389242
20-03-13,0.006873182,0.061964354,0.09741435
21-03-13,0.052179994,0.012465106,0.088852463
22-03-13,0.005154518,0.007620458,0.039808903
