Date,ES,NQ,ZN
09-08-12,0,0,0
10-08-12,0,0,0
13-08-12,0,0,0
15-08-12,0,0,0
16-08-12,0,0,0
22-08-12,0,0,0
24-08-12,0,0,0
28-08-12,0,0,0
29-08-12,0,0,0
04-09-12,0,0,0
05-09-12,0,0,0
06-09-12,0,0,0
07-09-12,0,0,0
10-09-12,0,0,0
11-09-12,0,0,0
12-09-12,0,0,0
13-09-12,0,0,0
14-09-12,0,0,0
24-09-12,0,0,0
25-09-12,0,0,0
26-09-12,0,0,0
09-10-12,0,0,0
10-10-12,0,0,0
11-10-12,0,0,0
12-10-12,0,0,0
17-10-12,0,0,0
18-10-12,0,0,0
22-10-12,0,0,0
23-10-12,0,0,0
24-10-12,0,0,0
26-10-12,0,0,0
02-11-12,0,0,0
05-11-12,0,0,0
06-11-12,0,0,0
07-11-12,0,0,0
08-11-12,0,0,0
09-11-12,0,0,0
12-11-12,0,0,0
13-11-12,0,0,0
14-11-12,0,0,0
19-11-12,0,0,0
23-11-12,0,0,0
27-11-12,0,0,0
28-11-12,0,0,0
03-12-12,0,0,0
04-12-12,0,0,0
05-12-12,0,0,0
06-12-12,0,0,0
07-12-12,0,0,0
11-12-12,0,0,0
12-12-12,0,0,0
13-12-12,0,0,0
19-12-12,0,0,0
27-12-12,0,0,0
04-01-13,0,0,0
07-01-13,0,0,0
08-01-13,0,0,0
09-01-13,0,0,0
10-01-13,0,0,0
11-01-13,0,0,0
14-01-13,0,0,0
16-01-13,0,0,0
17-01-13,0,0,0
22-01-13,0,0,0
23-01-13,0,0,0
24-01-13,0,0,0
25-01-13,0,0,0
28-01-13,0,0,0
29-01-13,0,0,0
01-02-13,0,0,0
05-02-13,0,0,0
06-02-13,0,0,0
07-02-13,0,0,0
08-02-13,0,0,0
21-02-13,0,0,0
25-02-13,0,0,0
26-02-13,0,0,0
04-03-13,0,0,0
05-03-13,0,0,0
06-03-13,0,0,0
07-03-13,0,0,0
08-03-13,0,0,0
11-03-13,0,0,0
12-03-13,0,0,0
13-03-13,0,0,0
20-03-13,0,0,0
21-03-13,0,0,0
22-03-13,0,0,0
25-03-13,0,0,0
26-03-13,0,0,0
27-03-13,0,0,0
02-04-13,0,0,0
03-04-13,0,0,0
09-04-13,0,0,0
10-04-13,0,0,0
11-04-13,0,0,0
17-04-13,0,0,0
18-04-13,0,0,0
23-04-13,0,0,0
26-04-13,0,0,0
02-05-13,0,0,0
03-05-13,0,0,0
07-05-13,0,0,0
08-05-13,0,0,0
10-05-13,0,0,0
13-05-13,0,0,0
14-05-13,0,0,0
15-05-13,0,0,0
16-05-13,0,0,0
22-05-13,0,0,0
23-05-13,0,0,0
28-05-13,0,0,0
29-05-13,0,0,0
03-06-13,0,0,0
04-06-13,0,0,0
05-06-13,0,0,0
06-06-13,0,0,0
07-06-13,0,0,0
13-06-13,0,0,0
25-06-13,0,0,0
26-06-13,0,0,0
02-07-13,0,0,0
03-07-13,0,0,0
05-07-13,0,0,0
08-07-13,0,0,0
09-07-13,0,0,0
10-07-13,0,0,0
11-07-13,0,0,0
12-07-13,0,0,0
17-07-13,0,0,0
18-07-13,0,0,0
22-07-13,0,0,0
23-07-13,0,0,0
24-07-13,0,0,0
25-07-13,0,0,0
26-07-13,0,0,0
29-07-13,0,0,0
02-08-13,0,0,0
06-08-13,0,0,0
07-08-13,0,0,0
08-08-13,0,0,0
09-08-13,0,0,0
12-08-13,0,0,0
13-08-13,0,0,0
15-08-13,0,0,0
21-08-13,0,0,0
23-08-13,0,0,0
27-08-13,0,0,0
28-08-13,0,0,0
03-09-13,0,0,0
04-09-13,0,0,0
05-09-13,0,0,0
06-09-13,0,0,0
09-09-13,0,0,0
10-09-13,0,0,0
11-09-13,0,0,0
12-09-13,0,0,0
13-09-13,0,0,0
18-09-13,0,0,0
23-09-13,0,0,0
24-09-13,0,0,0
25-09-13,0,0,0
08-10-13,0,0,0
09-10-13,0,0,0
10-10-13,0,0,0
11-10-13,0,0,0
16-10-13,0,0,0
17-10-13,0,0,0
22-10-13,0,0,0
23-10-13,0,0,0
24-10-13,0,0,0
25-10-13,0,0,0
28-10-13,0,0,0
29-10-13,0,0,0
04-11-13,0,0,0
05-11-13,0,0,0
06-11-13,0,0,0
07-11-13,0,0,0
08-11-13,0,0,0
11-11-13,0,0,0
12-11-13,0,0,0
13-11-13,0,0,0
14-11-13,0,0,0
18-11-13,0,0,0
25-11-13,0,0,0
26-11-13,0,0,0
27-11-13,0,0,0
02-12-13,0,0,0
03-12-13,0,0,0
04-12-13,0,0,0
05-12-13,0,0,0
06-12-13,0,0,0
10-12-13,0,0,0
11-12-13,0,0,0
12-12-13,0,0,0
23-12-13,0,0,0
27-12-13,0,0,0
03-01-14,0,0,0
06-01-14,0,0,0
07-01-14,0,0,0
08-01-14,0,0,0
09-01-14,0,0,0
10-01-14,0,0,0
13-01-14,0,0,0
14-01-14,0,0,0
15-01-14,0,0,0
16-01-14,0,0,0
22-01-14,0,0,0
23-01-14,0,0,0
24-01-14,0,0,0
27-01-14,0,0,0
28-01-14,0,0,0
07-02-14,0,0,0
11-02-14,0,0,0
12-02-14,0,0,0
25-02-14,0,0,0
26-02-14,0,0,0
04-03-14,0,0,0
05-03-14,0,0,0
06-03-14,0,0,0
07-03-14,0,0,0
10-03-14,0,0,0
11-03-14,0,0,0
12-03-14,0,0,0
13-03-14,0,0,0
14-03-14,0,0,0
24-03-14,0,0,0
25-03-14,0,0,0
26-03-14,0,0,0
01-04-14,0,0,0
02-04-14,0,0,0
03-04-14,0,0,0
04-04-14,0,0,0
08-04-14,0,0,0
09-04-14,0,0,0
10-04-14,0,0,0
11-04-14,0,0,0
16-04-14,0,0,0
17-04-14,0,0,0
23-04-14,0,0,0
25-04-14,0,0,0
28-04-14,0,0,0
06-05-14,0,0,0
07-05-14,0,0,0
08-05-14,0,0,0
09-05-14,0,0,0
12-05-14,0,0,0
13-05-14,0,0,0
14-05-14,0,0,0
15-05-14,0,0,0
21-05-14,0,0,0
22-05-14,0,0,0
23-05-14,0,0,0
28-05-14,0,0,0
03-06-14,0,0,0
04-06-14,0,0,0
05-06-14,0,0,0
06-06-14,0,0,0
10-06-14,0,0,0
11-06-14,0,0,0
12-06-14,0,0,0
18-06-14,0,0,0
23-06-14,0,0,0
25-06-14,0,0,0
26-06-14,0,0,0
02-07-14,0,0,0
03-07-14,0,0,0
07-07-14,0,0,0
08-07-14,0,0,0
09-07-14,0,0,0
10-07-14,0,0,0
11-07-14,0,0,0
14-07-14,0,0,0
17-07-14,0,0,0
22-07-14,0,0,0
23-07-14,0,0,0
24-07-14,0,0,0
25-07-14,0,0,0
28-07-14,0,0,0
29-07-14,0,0,0
05-08-14,0,0,0
06-08-14,0,0,0
07-08-14,0,0,0
08-08-14,0,0,0
11-08-14,0,0,0
12-08-14,0,0,0
13-08-14,0,0,0
18-08-14,0,0,0
20-08-14,0,0,0
22-08-14,0,0,0
26-08-14,0,0,0
27-08-14,0,0,0
02-09-14,0,0,0
03-09-14,0,0,0
04-09-14,0,0,0
05-09-14,0,0,0
09-09-14,0,0,0
10-09-14,0,0,0
11-09-14,0,0,0
12-09-14,0,0,0
17-09-14,0,0,0
22-09-14,0,0,0
23-09-14,0,0,0
24-09-14,0,0,0
26-09-14,0,0,0
08-10-14,0,0,0
09-10-14,0,0,0
10-10-14,0,0,0
13-10-14,0,0,0
15-10-14,0,0,0
16-10-14,0,0,0
22-10-14,0,0,0
23-10-14,0,0,0
24-10-14,0,0,0
27-10-14,0,0,0
28-10-14,0,0,0
29-10-14,0,0,0
04-11-14,0,0,0
05-11-14,0,0,0
06-11-14,0,0,0
07-11-14,0,0,0
10-11-14,0,0,0
11-11-14,0,0,0
12-11-14,0,0,0
13-11-14,0,0,0
14-11-14,0,0,0
24-11-14,0,0,0
25-11-14,0,0,0
26-11-14,0,0,0
01-12-14,0,0,0
02-12-14,0,0,0
03-12-14,0,0,0
04-12-14,0,0,0
05-12-14,0,0,0
09-12-14,0,0,0
10-12-14,0,0,0
11-12-14,0,0,0
17-12-14,0,0,0
22-12-14,0,0,0
23-12-14,0,0,0
29-12-14,0,0,0
05-01-15,0,0,0
06-01-15,0,0,0
07-01-15,0,0,0
08-01-15,0,0,0
09-01-15,0,0,0
12-01-15,0,0,0
13-01-15,0,0,0
14-01-15,0,0,0
15-01-15,0,0,0
21-01-15,0,0,0
22-01-15,0,0,0
23-01-15,0,0,0
26-01-15,0,0,0
27-01-15,0,0,0
28-01-15,0,0,0
02-02-15,0,0,0
03-02-15,0,0,0
04-02-15,0,0,0
05-02-15,0,0,0
06-02-15,0,0,0
10-02-15,0,0,0
11-02-15,0,0,0
12-02-15,0,0,0
25-02-15,0,0,0
03-03-15,0,0,0
04-03-15,0,0,0
05-03-15,0,0,0
06-03-15,0,0,0
09-03-15,0,0,0
10-03-15,0,0,0
11-03-15,0,0,0
12-03-15,0,0,0
13-03-15,0,0,0
18-03-15,0,0,0
23-03-15,0,0,0
24-03-15,0,0,0
25-03-15,0,0,0
27-03-15,0,0,0
01-04-15,0,0,0
02-04-15,0,0,0
07-04-15,0,0,0
08-04-15,0,0,0
09-04-15,0,0,0
10-04-15,0,0,0
13-04-15,0,0,0
16-04-15,0,0,0
21-04-15,0,0,0
23-04-15,0,0,0
27-04-15,0,0,0
28-04-15,0,0,0
05-05-15,0,0,0
06-05-15,0,0,0
07-05-15,0,0,0
08-05-15,0,0,0
11-05-15,0,0,0
12-05-15,0,0,0
13-05-15,0,0,0
20-05-15,0,0,0
21-05-15,0,0,0
22-05-15,0,0,0
27-05-15,0,0,0
01-06-15,0,0,0
02-06-15,0,0,0
03-06-15,0,0,0
04-06-15,0,0,0
05-06-15,0,0,0
09-06-15,0,0,0
10-06-15,0,0,0
11-06-15,0,0,0
17-06-15,0,0,0
23-06-15,0,0,0
25-06-15,0,0,0
26-06-15,0,0,0
02-07-15,0,0,0
06-07-15,0,0,0
07-07-15,0,0,0
08-07-15,0,0,0
09-07-15,0,0,0
10-07-15,0,0,0
13-07-15,0,0,0
14-07-15,0,0,0
22-07-15,0,0,0
23-07-15,0,0,0
24-07-15,0,0,0
27-07-15,0,0,0
28-07-15,0,0,0
29-07-15,0,0,0
03-08-15,0,0,0
04-08-15,0,0,0
05-08-15,0,0,0
06-08-15,0,0,0
07-08-15,0,0,0
11-08-15,0,0,0
12-08-15,0,0,0
13-08-15,0,0,0
17-08-15,0,0,0
20-08-15,0,0,0
24-08-15,0,0,0
25-08-15,0,0,0
26-08-15,0,0,0
02-09-15,0,0,0
08-09-15,0,0,0
09-09-15,0,0,0
10-09-15,0,0,0
11-09-15,0,0,0
16-09-15,0,0,0
22-09-15,0,0,0
23-09-15,0,0,0
25-09-15,0,0,0
28-09-15,0,0,0
08-10-15,0,0,0
09-10-15,0,0,0
12-10-15,0,0,0
13-10-15,0,0,0
15-10-15,0,0,0
21-10-15,0,0,0
22-10-15,0,0,0
23-10-15,0,0,0
26-10-15,0,0,0
27-10-15,0,0,0
28-10-15,0,0,0
03-11-15,0,0,0
04-11-15,0,0,0
05-11-15,0,0,0
06-11-15,0,0,0
09-11-15,0,0,0
10-11-15,0,0,0
11-11-15,0,0,0
12-11-15,0,0,0
13-11-15,0,0,0
18-11-15,0,0,0
24-11-15,0,0,0
25-11-15,0,0,0
01-12-15,0,0,0
02-12-15,0,0,0
03-12-15,0,0,0
04-12-15,0,0,0
08-12-15,0,0,0
09-12-15,0,0,0
10-12-15,0,0,0
11-12-15,0,0,0
16-12-15,0,0,0
21-12-15,0,0,0
22-12-15,0,0,0
23-12-15,0,0,0
29-12-15,0,0,0
05-01-16,0,0,0
06-01-16,0,0,0
07-01-16,0,0,0
08-01-16,0,0,0
11-01-16,0,0,0
12-01-16,0,0,0
13-01-16,0,0,0
14-01-16,0,0,0
20-01-16,0,0,0
21-01-16,0,0,0
22-01-16,0,0,0
25-01-16,0,0,0
26-01-16,0,0,0
27-01-16,0,0,0
01-02-16,0,0,0
02-02-16,0,0,0
03-02-16,0,0,0
04-02-16,0,0,0
05-02-16,0,0,0
17-02-16,0,0,0
18-02-16,0,0,0
22-02-16,0,0,0
24-02-16,0,0,0
25-02-16,0,0,0
02-03-16,0,0,0
03-03-16,0,0,0
04-03-16,0,0,0
07-03-16,0,0,0
08-03-16,0,0,0
09-03-16,0,0,0
10-03-16,0,0,0
11-03-16,0,0,0
16-03-16,0,0,0
21-03-16,0,0,0
22-03-16,0,0,0
23-03-16,0,0,0
24-03-16,0,0,0
01-04-16,0,0,0
05-04-16,0,0,0
06-04-16,0,0,0
07-04-16,0,0,0
08-04-16,0,0,0
11-04-16,0,0,0
12-04-16,0,0,0
13-04-16,0,0,0
18-04-16,0,0,0
20-04-16,0,0,0
22-04-16,0,0,0
26-04-16,0,0,0
27-04-16,0,0,0
04-05-16,0,0,0
06-05-16,0,0,0
09-05-16,0,0,0
10-05-16,0,0,0
11-05-16,0,0,0
12-05-16,0,0,0
13-05-16,0,0,0
18-05-16,0,0,0
23-05-16,0,0,0
24-05-16,0,0,0
25-05-16,0,0,0
27-05-16,0,0,0
01-06-16,0,0,0
02-06-16,0,0,0
03-06-16,0,0,0
07-06-16,0,0,0
08-06-16,0,0,0
15-06-16,0,0,0
21-06-16,0,0,0
23-06-16,0,0,0
27-06-16,0,0,0
28-06-16,0,0,0
05-07-16,0,0,0
06-07-16,0,0,0
07-07-16,0,0,0
08-07-16,0,0,0
11-07-16,0,0,0
12-07-16,0,0,0
13-07-16,0,0,0
14-07-16,0,0,0
20-07-16,0,0,0
21-07-16,0,0,0
22-07-16,0,0,0
25-07-16,0,0,0
26-07-16,0,0,0
27-07-16,0,0,0
02-08-16,0,0,0
03-08-16,0,0,0
04-08-16,0,0,0
05-08-16,0,0,0
09-08-16,0,0,0
10-08-16,0,0,0
11-08-16,0,0,0
15-08-16,0,0,0
17-08-16,0,0,0
18-08-16,0,0,0
22-08-16,0,0,0
24-08-16,0,0,0
26-08-16,0,0,0
02-09-16,0,0,0
06-09-16,0,0,0
07-09-16,0,0,0
08-09-16,0,0,0
09-09-16,0,0,0
12-09-16,0,0,0
13-09-16,0,0,0
14-09-16,0,0,0
21-09-16,0,0,0
22-09-16,0,0,0
23-09-16,0,0,0
26-09-16,0,0,0
27-09-16,0,0,0
28-09-16,0,0,0
04-10-16,0,0,0
05-10-16,0,0,0
06-10-16,0,0,0
07-10-16,0,0,0
11-10-16,0,0,0
12-10-16,0,0,0
13-10-16,0,0,0
17-10-16,0,0,0
20-10-16,0,0,0
24-10-16,0,0,0
25-10-16,0,0,0
26-10-16,0,0,0
02-11-16,0,0,0
03-11-16,0,0,0
04-11-16,0,0,0
07-11-16,0,0,0
08-11-16,0,0,0
09-11-16,0,0,0
10-11-16,0,0,0
11-11-16,0,0,0
14-11-16,0,0,0
16-11-16,0,0,0
22-11-16,0,0,0
25-11-16,0,0,0
28-11-16,0,0,0
01-12-16,0,0,0
02-12-16,0,0,0
06-12-16,0,0,0
07-12-16,0,0,0
08-12-16,0,0,0
09-12-16,0,0,0
12-12-16,0,0,0
13-12-16,0,0,0
21-12-16,0,0,0
22-12-16,0,0,0
23-12-16,0,0,0
28-12-16,0,0,0
04-01-17,0,0,0
05-01-17,0,0,0
06-01-17,0,0,0
09-01-17,0,0,0
10-01-17,0,0,0
11-01-17,0,0,0
12-01-17,0,0,0
13-01-17,0,0,0
18-01-17,0,0,0
23-01-17,0,0,0
24-01-17,0,0,0
25-01-17,0,0,0
27-01-17,0,0,0
30-01-17,0,0,0
01-02-17,0,0,0
02-02-17,0,0,0
03-02-17,0,0,0
07-02-17,0,0,0
08-02-17,0,0,0
09-02-17,0,0,0
10-02-17,0,0,0
15-02-17,0,0,0
16-02-17,0,0,0
21-02-17,0,0,0
23-02-17,0,0,0
24-02-17,0,0,0
02-03-17,0,0,0
03-03-17,0,0,0
06-03-17,0,0,0
07-03-17,0,0,0
08-03-17,0,0,0
09-03-17,0,0,0
10-03-17,0,0,0
15-03-17,0,0,0
22-03-17,0,0,0
23-03-17,0,0,0
24-03-17,0,0,0
27-03-17,0,0,0
28-03-17,0,0,0
29-03-17,0,0,0
03-04-17,0,0,0
04-04-17,0,0,0
05-04-17,0,0,0
06-04-17,0,0,0
07-04-17,0,0,0
11-04-17,0,0,0
12-04-17,0,0,0
13-04-17,0,0,0
25-04-17,0,0,0
26-04-17,0,0,0
03-05-17,0,0,0
04-05-17,0,0,0
05-05-17,0,0,0
08-05-17,0,0,0
09-05-17,0,0,0
10-05-17,0,0,0
11-05-17,0,0,0
12-05-17,0,0,0
15-05-17,0,0,0
17-05-17,0,0,0
18-05-17,0,0,0
22-05-17,0,0,0
23-05-17,0,0,0
24-05-17,0,0,0
26-05-17,0,0,0
30-05-17,0,0,0
01-06-17,0,0,0
02-06-17,0,0,0
06-06-17,0,0,0
07-06-17,0,0,0
08-06-17,0,0,0
09-06-17,0,0,0
12-06-17,0,0,0
13-06-17,0,0,0
21-06-17,0,0,0
23-06-17,0,0,0
27-06-17,0,0,0
28-06-17,0,0,0
05-07-17,0,0,0
06-07-17,0,0,0
07-07-17,0,0,0
10-07-17,0,0,0
11-07-17,0,0,0
12-07-17,0,0,0
13-07-17,0,0,0
14-07-17,0,0,0
20-07-17,0,0,0
24-07-17,0,0,0
25-07-17,0,0,0
26-07-17,0,0,0
27-07-17,0,0,0
02-08-17,0,0,0
03-08-17,0,0,0
04-08-17,0,0,0
08-08-17,0,0,0
09-08-17,0,0,0
10-08-17,0,0,0
11-08-17,0,0,0
16-08-17,0,0,0
17-08-17,0,0,0
22-08-17,0,0,0
24-08-17,0,0,0
25-08-17,0,0,0
29-08-17,0,0,0
05-09-17,0,0,0
06-09-17,0,0,0
07-09-17,0,0,0
08-09-17,0,0,0
11-09-17,0,0,0
12-09-17,0,0,0
13-09-17,0,0,0
20-09-17,0,0,0
21-09-17,0,0,0
22-09-17,0,0,0
25-09-17,0,0,0
26-09-17,0,0,0
27-09-17,0,0,0
02-10-17,0,0,0
04-10-17,0,0,0
05-10-17,0,0,0
06-10-17,0,0,0
10-10-17,0,0,0
11-10-17,0,0,0
12-10-17,0,0,0
16-10-17,0,0,0
18-10-17,0,0,0
23-10-17,0,0,0
24-10-17,0,0,0
25-10-17,0,0,0
27-10-17,0,0,0
02-11-17,0,0,0
03-11-17,0,0,0
06-11-17,0,0,0
07-11-17,0,0,0
08-11-17,0,0,0
09-11-17,0,0,0
10-11-17,0,0,0
13-11-17,0,0,0
20-11-17,0,0,0
22-11-17,0,0,0
27-11-17,0,0,0
28-11-17,0,0,0
01-12-17,0,0,0
05-12-17,0,0,0
06-12-17,0,0,0
07-12-17,0,0,0
08-12-17,0,0,0
11-12-17,0,0,0
12-12-17,0,0,0
13-12-17,0,0,0
20-12-17,0,0,0
21-12-17,0,0,0
22-12-17,0,0,0
27-12-17,0,0,0
03-01-18,0,0,0
04-01-18,0,0,0
05-01-18,0,0,0
08-01-18,0,0,0
09-01-18,0,0,0
10-01-18,0,0,0
11-01-18,0,0,0
12-01-18,0,0,0
17-01-18,0,0,0
18-01-18,0,0,0
22-01-18,0,0,0
23-01-18,0,0,0
24-01-18,0,0,0
26-01-18,0,0,0
29-01-18,0,0,0
01-02-18,0,0,0
02-02-18,0,0,0
06-02-18,0,0,0
07-02-18,0,0,0
08-02-18,0,0,0
09-02-18,0,0,0
12-02-18,0,0,0
15-02-18,0,0,0
21-02-18,0,0,0
23-02-18,0,0,0
26-02-18,0,0,0
02-03-18,0,0,0
05-03-18,0,0,0
06-03-18,0,0,0
07-03-18,0,0,0
08-03-18,0,0,0
09-03-18,0,0,0
12-03-18,0,0,0
13-03-18,0,0,0
14-03-18,0,0,0
21-03-18,0,0,0
22-03-18,0,0,0
23-03-18,0,0,0
26-03-18,0,0,0
27-03-18,0,0,0
28-03-18,0,0,0
03-04-18,0,0,0
04-04-18,0,0,0
05-04-18,0,0,0
06-04-18,0,0,0
10-04-18,0,0,0
11-04-18,0,0,0
12-04-18,0,0,0
18-04-18,0,0,0
23-04-18,0,0,0
25-04-18,0,0,0
02-05-18,0,0,0
03-05-18,0,0,0
04-05-18,0,0,0
08-05-18,0,0,0
09-05-18,0,0,0
11-05-18,0,0,0
14-05-18,0,0,0
16-05-18,0,0,0
17-05-18,0,0,0
22-05-18,0,0,0
23-05-18,0,0,0
24-05-18,0,0,0
25-05-18,0,0,0
01-06-18,0,0,0
05-06-18,0,0,0
06-06-18,0,0,0
07-06-18,0,0,0
08-06-18,0,0,0
11-06-18,0,0,0
12-06-18,0,0,0
13-06-18,0,0,0
20-06-18,0,0,0
22-06-18,0,0,0
27-06-18,0,0,0
02-07-18,0,0,0
03-07-18,0,0,0
05-07-18,0,0,0
06-07-18,0,0,0
09-07-18,0,0,0
10-07-18,0,0,0
11-07-18,0,0,0
12-07-18,0,0,0
13-07-18,0,0,0
18-07-18,0,0,0
23-07-18,0,0,0
24-07-18,0,0,0
25-07-18,0,0,0
26-07-18,0,0,0
27-07-18,0,0,0
02-08-18,0,0,0
03-08-18,0,0,0
07-08-18,0,0,0
08-08-18,0,0,0
09-08-18,0,0,0
10-08-18,0,0,0
